,loss,acc,f1
0,0.032556614889763295,0.9175,0.9168765743073047
1,0.03517894572811201,0.905,0.9077669902912621
2,0.033903468069620434,0.9025,0.9041769041769042
3,0.029099596859887243,0.92,0.92
4,0.043903156818269055,0.9275,0.9287469287469287
mean,0.03492835647313041,0.9145,0.91551347950448
std,0.005505902042733542,0.010517841983981318,0.009818822583932555
