,loss,acc,f1
0,0.0020858145505189894,0.825,0.8258706467661692
1,0.002168845981359482,0.825,0.8148148148148148
2,0.002071589156985283,0.8275,0.8244274809160306
3,0.00213643379509449,0.8125,0.8091603053435115
4,0.0021137490123510363,0.815,0.8195121951219512
mean,0.002115286499261856,0.8210000000000001,0.8187570885924954
std,3.903922256634325e-05,0.00675462804305315,0.0069095227065630455
