,loss,acc,f1
0,0.0011288347616791,0.916,0.9165009940357852
1,0.0020256509929895,0.916,0.91756624141315
2,0.0019285012632608,0.918,0.9175050301810864
3,0.0022834454923868,0.917,0.9177403369672944
4,0.0019745756089687,0.917,0.9172482552342972
mean,0.0018682016238569799,0.9168,0.9173121715663226
std,0.0004355549914475158,0.0008366600265340763,0.0004866122240791872
