,loss,acc,f1
0,0.001695954367518425,0.935,0.934934934934935
1,0.0010846208482980727,0.938,0.9386138613861386
2,0.0013445180132985114,0.9335,0.9336658354114713
3,0.0015035031586885452,0.935,0.9358974358974358
4,0.0014290364980697632,0.942,0.9418254764292879
mean,0.0014115265771746635,0.9366999999999999,0.9369875088118537
std,0.0002241779204123627,0.003383784863137688,0.0032590560758059234
