,loss,acc,f1
0,0.0018063762784004212,0.8525,0.855036855036855
1,0.0017733928561210633,0.865,0.8563829787234043
2,0.001960027888417244,0.8575,0.8542199488491049
3,0.002234703525900841,0.8275,0.8099173553719009
4,0.002898523285984993,0.8625,0.8548812664907652
mean,0.0021346047669649126,0.8530000000000001,0.8460876808944061
std,0.000464294178567476,0.015041608956491327,0.020235082489028538
