,loss,acc,f1
0,0.003791686296463013,0.695,0.7009803921568628
1,0.0030239537358283997,0.7225,0.6925207756232687
2,0.004463657140731812,0.7125,0.7073791348600508
3,0.0031080834567546846,0.71,0.6741573033707865
4,0.0037332543730735778,0.7,0.736842105263158
mean,0.0036241270005702973,0.708,0.7023759422548254
std,0.0005855135874029459,0.010810874155219861,0.022958178165097275
